years,jugador,name,first_name,last_name,pos,bat,lan,exp,pais,estado,ciudad
1973-74,A. Bumbry,Alonza Benjamin Bumbry,Alonza,Bumbry,CF,Z,D,2,USA,Virginia,Fredericksburg
1972-73,A. Bumbry,Alonza Benjamin Bumbry,Alonza,Bumbry,CF,Z,D,1,USA,Virginia,Fredericksburg
2017-18,A. Harris,Alonzo Harris,Alonzo,Harris,LF,D,D,2,USA,Misisipi,McComb
2016-17,A. Harris,Alonzo Harris,Alonzo,Harris,LF,D,D,1,USA,Misisipi,McComb
2000-01,A. Hazlet,Andrew Hazlet,Andrew,Hazlet,P,D,D,1,USA,California,Arcadia
1993-94,A. Lorraine,Andrew Jason Lorraine,Andrew,Lorraine,P,Z,Z,1,USA,California,Los Angeles
2013-14,A. Wilkins,Andrew Robert Wilkins,Andrew,Wilkins,1B,Z,D,1,USA,Oklahoma,Tulsa
1999-00,A. Barkett,Andy Barkett,Andy,Barkett,1B,Z,Z,2,USA,Florida,Miami
1998-99,A. Barkett,Andy Barkett,Andy,Barkett,1B,Z,Z,1,USA,Florida,Miami
2018-19,A. Lerew,Anthony Allen Lerew,Anthony,Lerew,P,Z,D,4,USA,Pensilnavia,Carlisle
1991-92,A. Brown,Anthony Brown,Anthony,Brown,1B,D,D,1,USA,,
1984-85,T. Brizzolara,Anthony John Brizzolara,Anthony,Brizzolara,P,D,D,3,USA,California,Santa Monica
2013-14,A. Gose,Anthony Robert Gose,Anthony,Gose,CF,Z,Z,2,USA,California,Paramount
1973-74,B. Raziano,Barry John Raziano,Barry,Raziano,P,A,D,4,USA,Luisiana,New Orleans
2011-12,B. Enright,Barry R. Enright,Barry,Enright,P,D,D,1,USA,California,Stockton
1985-86,B. Lyons,Barry Stephen Lyons,Barry,Lyons,C,D,D,1,USA,Misisipi,Biloxi
2000-01,B. Miadich,Bart Miadich,Bart,Miadich,P,D,D,1,USA,California,Torrance
2004-05,B. Kemp,Beau Kemp,Beau,Kemp,P,D,D,2,USA,Oklahoma,Claremore
1978-79,B. Gayzbeck,Ben Gayzbeck,Ben,Gayzbeck,P,,,1,USA,,
1989-90,B. Distefano,Benito James Distefano,Benito,Distefano,CF,Z,Z,4,USA,Nueva York,Brooklyn
2008-09,B. Harrison,Benjamin Andrae Harrison,Benjamin,Harrison,CF,D,D,2,USA,Florida,Key West
1996-97,B. VanRyn,Benjamin Ashley VanRyn,Benjamin,VanRyn,P,Z,Z,2,USA,Indiana,Fort Wayne
2004-05,B. Johnson,Benjamin Joseph Johnson,Benjamin,Johnson,CF,D,D,1,USA,Tennessee,Memphis
2002-03,B. Simon,Benji Simon,Benji,Simon,P,D,D,2,USA,Ohio,Elyra
2018-19,B. Parry,Bennett Stewart Parry,Bennett,Parry,P,Z,Z,1,USA,California,San Diego
1973-74,R. Burris,Bertram Ray Burris,Bertram,Burris,P,D,D,1,USA,Oklahoma,Idabel
1981-82,B. Johnson,Bobby Earl Johnson,Bobby,Johnson,1B,D,D,1,USA,Texas,Dallas
2014-15,T. Henson,Bobby Tyler Henson,Bobby,Henson,2B,D,D,1,USA,Oklahoma,Oklahoma City
2006-07,B. Logan,Boone Logan,Boone,Logan,P,D,Z,1,USA,Texas,San Antonio
2001-02,B. Cornett,Brad Byron Cornett,Brad,Cornett,P,D,D,1,USA,Texas,Lamesa
1998-99,B. Pennington,Brad Lee Pennington,Brad,Pennington,P,Z,Z,3,USA,Indiana,Salem
1990-91,B. Bierley,Bradley Bierley,Bradley,Bierley,CF,Z,D,1,USA,California,
2013-14,B. Glenn,Bradley Edward Glenn,Bradley,Glenn,RF,D,D,1,USA,Oklahoma,Tulsa
2017-18,B. Bergesen,Bradley Steven Bergesen,Bradley,Bergesen,P,Z,D,2,USA,California,Fairfield
2013-14,B. Kloess,Branch D. Kloess,Branch,Kloess,P,D,D,1,USA,Alabama,Montgomery
2007-08,B. Puffer,Brandon Duane Puffer,Brandon,Puffer,P,D,D,3,USA,California,Downey
2012-13,B. Short,Brandon Lydell Short,Brandon,Short,CF,D,D,1,USA,Maryland,St. Marys County
2009-10,B. Durden,Brandon R. Durden,Brandon,Durden,P,D,Z,1,USA,Georgia,Adel
1982-83,B. Gaff,Brent Allen Gaff,Brent,Gaff,P,D,D,1,USA,Indiana,Fort Wayne
2005-06,B. Laxton,Brett Laxton,Brett,Laxton,P,Z,D,4,USA,Nueva Jersey,Stratford
1981-82,B. Harper,Brian David Harper,Brian,Harper,C,D,D,2,USA,California,Los Angeles
1980-81,B. Harper,Brian David Harper,Brian,Harper,C,D,D,1,USA,California,Los Angeles
2004-05,B. Mallette,Brian Drew Mallette,Brian,Mallette,P,D,D,1,USA,Georgia,Dublin
2010-11,B. Gordon,Brian Ernest Gordon,Brian,Gordon,P,Z,D,2,USA,Nueva York,West Point
2008-09,B. Gordon,Brian Ernest Gordon,Brian,Gordon,P,Z,D,1,USA,Nueva York,West Point
1995-96,B. Anderson,Brian James Anderson,Brian,Anderson,P,A,Z,1,USA,Virginia,Portsmouth
1981-82,B. Giles,Brian Jeffrey Giles,Brian,Giles,IF,D,D,1,USA,Kansas,Manhattan
2006-07,B. Anderson,Brian Nikola Anderson,Brian,Anderson,CF,D,D,1,USA,Arizona,Tucson
1980-81,B. Kingman,Brian Paul Kingman,Brian,Kingman,P,D,D,1,USA,California,Los Angeles
2016-17,B. Burgamy,Brian Randall Burgamy,Brian,Burgamy,LF,A,D,2,USA,Oklahoma,Lawton
2015-16,B. Burgamy,Brian Randall Burgamy,Brian,Burgamy,LF,A,D,1,USA,Oklahoma,Lawton
2011-12,B. Omogrosso,Brian Scott Omogrosso,Brian,Omogrosso,P,D,D,1,USA,Pensilnavia,Beaver
1990-91,B. Drahman,Brian Stacy Drahman,Brian,Drahman,P,D,D,1,USA,Kentucky,Kenton
2016-17,B. Stassi,Brock James Stassi,Brock,Stassi,1B,Z,Z,2,USA,California,Sacramento
1996-97,B. Heflin,Bronson Wayne Heflin,Bronson,Heflin,P,D,D,1,USA,Tennessee,Clarksville
2005-06,B. Patrick,Bronswell Dante Patrick,Bronswell,Patrick,P,D,D,4,USA,Carolina del Norte,Greenville
1986-87,B. Fields,Bruce Alan Fields,Bruce,Fields,CF,Z,D,1,USA,Ohio,Cleveland
1989-90,B. Clark,Bryan Donald Clark,Bryan,Clark,P,Z,Z,7,USA,California,Madera
1985-86,B. Clark,Bryan Donald Clark,Bryan,Clark,P,Z,Z,6,USA,California,Madera
1984-85,B. Clark,Bryan Donald Clark,Bryan,Clark,P,Z,Z,5,USA,California,Madera
1983-84,B. Clark,Bryan Donald Clark,Bryan,Clark,P,Z,Z,4,USA,California,Madera
1982-83,B. Clark,Bryan Donald Clark,Bryan,Clark,P,Z,Z,3,USA,California,Madera
2013-14,B. Britton,Buchanan Clyde Britton,Buchanan,Britton,LF,Z,D,1,USA,California,Panorama City
1971-72,B. Smith,Calvin Bernard Smith,Calvin,Smith,CF,D,D,1,USA,Luisiana,Ponchatoula
2014-15,C. Perkins,Cameron Perkins,Cameron,Perkins,RF,D,D,1,USA,Indiana,Indianapolis
1996-97,C. Schutz,Carl Schutz,Carl,Schutz,P,Z,D,1,USA,California,Inglewood
1991-92,C. Curtis,Chad David Curtis,Chad,Curtis,CF,D,D,1,USA,Indiana,Marion
1988-89,C. Kreuter,Chadden Michael Kreuter,Chadden,Kreuter,C,A,D,2,USA,California,Greenbrae
1992-93,C. Jackson,Charles Leo Jackson,Charles,Jackson,IF,D,D,2,USA,Washington,Seattle
1987-88,C. Mcgrath,Charles Mcgrath,Charles,Mcgrath,P,,,1,USA,,
1997-98,C. Greene,Charles Patrick Greene,Charles,Greene,C,D,D,1,USA,Florida,Miami
2006-07,C. Thomas,Charles Thomas,Charles,Thomas,CF,D,D,1,USA,Florida,Jacksonville
2005-06,C. Haeger,Charles Wallis Haeger,Charles,Haeger,P,D,D,1,USA,Michigan,Livonia
1963-64,C. Weatherspoon,Charles Weatherspoon,Charles,Weatherspoon,C,D,D,1,USA,Texas,Pineland
1966-67,C. Harrison,Charles William Harrison,Charles,Harrison,CF,D,D,1,USA,Texas,Abilene
1965-66,C. Maneff,Chris Maneff,Chris,Maneff,P,,,1,USA,,
1998-99,C. Seelbach,Chris Seelbach,Chris,Seelbach,P,D,D,1,USA,Texas,Lufkin
2008-09,C. Colonel,Christian Burkhardt Colonel,Christian,Colonel,CF,D,D,1,USA,Idaho,Pocatello
2016-17,C. Marrero,Christian Marrero,Christian,Marrero,RF,Z,Z,2,USA,Florida,Miami
2013-14,C. Bootcheck,Christopher Brandon Bootcheck,Christopher,Bootcheck,P,D,D,1,USA,Indiana,Laporte
2001-02,C. Jones,Christopher Carlos Jones,Christopher,Jones,CF,D,D,2,USA,Nueva York,Utica
2000-01,C. Jones,Christopher Carlos Jones,Christopher,Jones,CF,D,D,1,USA,Nueva York,Utica
1991-92,C. Beasley,Christopher Charles Beasley,Christopher,Beasley,P,D,D,2,USA,Tennessee,Jackson
1989-90,C. Beasley,Christopher Charles Beasley,Christopher,Beasley,P,D,D,1,USA,Tennessee,Jackson
1997-98,C. Snopek,Christopher Charles Snopek,Christopher,Snopek,SS,D,D,2,USA,Kentucky,Cynthiana
1981-82,C. Welsh,Christopher Charles Welsh,Christopher,Welsh,P,Z,Z,1,USA,Delaware,Wilmington
2005-06,C. Britton,Christopher Daniel Britton,Christopher,Britton,P,D,D,1,USA,Florida,Hollywood
1986-87,C. Green,Christopher De Wayne Green,Christopher,Green,BE,Z,Z,3,USA,California,Los Angeles
2010-11,C. Hernández,Christopher Hernández,Christopher,Hernández,P,D,D,6,USA,California,Redlands
2014-15,C. Retherford,Christopher Jess Retherford,Christopher,Retherford,3B,D,D,3,USA,Florida,Homestead
2013-14,C. Retherford,Christopher Jess Retherford,Christopher,Retherford,3B,D,D,2,USA,Florida,Homestead
2012-13,C. Retherford,Christopher Jess Retherford,Christopher,Retherford,3B,D,D,1,USA,Florida,Homestead
1965-66,C. Maneff,Christopher Maneff,Christopher,Maneff,P,,,1,USA,,
2009-10,C. Mason,Christopher Mason,Christopher,Mason,P,D,D,1,USA,Carolina del Norte,Gastonia
2015-16,C. Devenski,Christopher Michael Devenski,Christopher,Devenski,P,D,D,1,USA,California,Cerritos
2001-02,C. Coste,Christopher Robert Coste,Christopher,Coste,CF,D,D,2,USA,Dakota del Norte,Fargo
2017-18,C. Rearick,Christopher Timothy Rearick,Christopher,Rearick,P,Z,Z,1,USA,Georgia,Pooler
1995-96,C. Hook,Christopher Wayne Hook,Christopher,Hook,P,D,D,1,USA,California,San Diego
1976-77,C. Gaston,Clarence Edwin Gaston,Clarence,Gaston,CF,D,D,7,USA,Texas,San Antonio
1964-65,C. Carroll,Clay Palmer Carroll,Clay,Carroll,P,D,D,1,USA,Alabama,Clanton
1992-93,C. Young,Clifford Raphael Young,Clifford,Young,P,Z,Z,4,USA,Texas,Willis
1991-92,C. Young,Clifford Raphael Young,Clifford,Young,P,Z,Z,3,USA,Texas,Willis
1989-90,C. Young,Clifford Raphael Young,Clifford,Young,P,Z,Z,2,USA,Texas,Willis
1983-84,C. Hurdle,Clinton Merrick Hurdle,Clinton,Hurdle,CF,Z,D,3,USA,Michigan,Big Rapids
1979-80,C. Hurdle,Clinton Merrick Hurdle,Clinton,Hurdle,CF,Z,D,2,USA,Michigan,Big Rapids
1977-78,C. Hurdle,Clinton Merrick Hurdle,Clinton,Hurdle,CF,Z,D,1,USA,Michigan,Big Rapids
2015-16,C. Satterwhite,Cody Allen Satterwhite,Cody,Satterwhite,P,D,D,1,USA,Misisipi,Jackson
2014-15,C. Kimball,Cole A. Kimball,Cole,Kimball,P,D,D,1,USA,Nueva York,Brooklyn
2010-11,C. Smith,Corey Christopher Smith,Corey,Smith,3B,D,D,1,USA,Nueva Jersey,Plainfield
2007-08,C. Thurman,Corey Lamar Thurman,Corey,Thurman,P,D,D,4,USA,Georgia,Augusta
2006-07,C. Malone,Corwin Malone,Corwin,Malone,P,D,Z,2,USA,Alabama,Grove Hill
2005-06,C. Malone,Corwin Malone,Corwin,Malone,P,D,Z,1,USA,Alabama,Grove Hill
1978-79,C. Minetto,Craig Stephen Minetto,Craig,Minetto,P,Z,Z,1,USA,California,Stockton
2000-01,C. Gubanich,Creighton Gubanich,Creighton,Gubanich,BD,D,D,3,USA,Nueva Jersey,Belleville
1965-66,C. Motton,Curttel Motton,Curttel,Motton,CF,D,D,1,USA,Luisiana,Darnell
2014-15,D. Watts,Dakota Watts,Dakota,Watts,P,D,D,3,USA,California,Oroville
1963-64,D. Willis,Dale Jerome Willis,Dale,Willis,P,D,D,2,USA,Georgia,Calhoun
1962-63,D. Willis,Dale Jerome Willis,Dale,Willis,P,D,D,1,USA,Georgia,Calhoun
1988-89,D. Gordon,Dan Gordon,Dan,Gordon,P,,,1,USA,,
2013-14,D. Cortes,Daniel Adam Cortes,Daniel,Cortes,P,D,D,2,USA,California,Pomona
1970-71,D. Coombs,Daniel Bernard Coombs,Daniel,Coombs,P,D,Z,2,USA,Maine,Lincoln
1966-67,D. Coombs,Daniel Bernard Coombs,Daniel,Coombs,P,D,Z,1,USA,Maine,Lincoln
2007-08,D. Carrasco,Daniel Carrasco,Daniel,Carrasco,P,D,D,1,USA,Arizona,Safford
1980-81,D. Warthen,Daniel Dean Warthen,Daniel,Warthen,P,A,Z,2,USA,Carolina del Norte,Omaha
1979-80,D. Norman,Daniel Edmund Norman,Daniel,Norman,CF,D,D,2,USA,California,Los Angeles
1978-79,D. Norman,Daniel Edmund Norman,Daniel,Norman,CF,D,D,1,USA,California,Los Angeles
1980-81,D. Graham,Daniel Jay Graham,Daniel,Graham,IF,Z,D,3,USA,Arizona,Ray
1979-80,D. Graham,Daniel Jay Graham,Daniel,Graham,IF,Z,D,2,USA,Arizona,Ray
2012-13,D. Serafini,Daniel Joseph Serafini,Daniel,Serafini,P,A,Z,2,USA,California,San Francisco
2001-02,D. Wheeler,Daniel Michael Wheeler,Daniel,Wheeler,P,D,D,1,USA,Rhode Island,Providence
1980-81,D. García,Daniel Raphael García,Daniel,García,1B,Z,Z,1,USA,Nueva York,Brooklyn
2011-12,D. Worth,Daniel Weston Worth,Daniel,Worth,3B,D,D,1,USA,California,Northridge
1977-78,O. Osborn,Danny León Osborn,Danny,Osborn,P,D,D,2,USA,Misuri,Springfield
2012-13,D. Ruf,Darin Cortland Ruf,Darin,Ruf,1B,D,D,1,USA,Nebraska,Omaha
2014-15,D. Gorski,Darin Walter Gorski,Darin,Gorski,P,Z,Z,1,USA,Pensilnavia,Mount Joy
1964-65,D. Knowles,Darold Duane Knowles,Darold,Knowles,P,Z,Z,1,USA,Misuri,Brunswick
1965-66,B. Brandon,Darrell G Brandon,Darrell,Brandon,P,D,D,1,USA,Texas,Nacogdoches
1985-86,D. Miller,Darrell Keith Miller,Darrell,Miller,IF,D,D,2,USA,Distrito de Columbia,Washington
1983-84,D. Brown,Darrell Wayne Brown,Darrell,Brown,CF,A,D,1,USA,Oklahoma,Oklahoma City
2005-06,D. Blakely,Darren Blakely,Darren,Blakely,CF,A,D,1,USA,Florida,Penascola
1992-93,D. Lewis,Darren Joel Lewis,Darren,Lewis,CF,D,D,2,USA,California,Berkeley
1982-83,D. Strawberry,Darryl Eugene Strawberry,Darryl,Strawberry,CF,Z,Z,1,USA,California,Los Angeles
1985-86,D. Boston,Daryl Lamont Boston,Daryl,Boston,CF,Z,Z,1,USA,Ohio,Cincinnati
1990-91,D. Owens,Dave Owens,Dave,Owens,P,A,D,1,USA,Texas,Cleburne
2004-05,D. Manning,David Anthony Manning,David,Manning,P,D,D,2,USA,Nueva York,Buffalo
1964-65,D. Johnson,David Charles Johnson,David,Johnson,IF,D,D,1,USA,Texas,Abilene
1980-81,D. Rajsich,David Christopher Rajsich,David,Rajsich,P,Z,Z,1,USA,Ohio,Youngstown
1977-78,D. Clyde,David Eugene Clyde,David,Clyde,P,Z,Z,2,USA,Kansas,Kansas City
1977-78,D. Cripe,David Gordon Cripe,David,Cripe,3B,D,D,1,USA,California,Ramona
1978-79,D. Oliver,David Jacob Oliver,David,Oliver,2B,Z,D,1,USA,California,Stockton
2011-12,J. Bennett,David Jeffrey Bennett,David,Bennett,P,D,D,2,USA,Tennessee,Donelson
2007-08,J. Bennett,David Jeffrey Bennett,David,Bennett,P,D,D,1,USA,Tennessee,Donelson
1964-65,D. Vineyard,David Kent Vineyard,David,Vineyard,P,D,D,1,USA,Virginia Ocidental,Clay
2018-19,D. Kubiak,David Kubiak,David,Kubiak,P,D,D,3,USA,Nueva York,Riverhead
1978-79,D. May,David La France May,David,May,CF,Z,D,2,USA,Delaware,New Castle
1976-77,D. May,David La France May,David,May,CF,Z,D,1,USA,Delaware,New Castle
1981-82,D. Edwards,David Leónard Edwards,David,Edwards,CF,D,D,1,USA,California,Los Angeles
1989-90,D. Lynch,David Lynch,David,Lynch,P,D,Z,1,USA,Luisiana,Baton Rouge
1992-93,D. Masters,David Masters,David,Masters,P,D,D,2,USA,California,San Diego
1979-80,D. Machemer,David Ritchie Machemer,David,Machemer,IF,D,D,1,USA,Michigan,St. Joseph
2009-10,D. Pauley,David Wayne Pauley,David,Pauley,P,D,D,1,USA,Colorado,Longmont
1985-86,D. Wyatt,David Wyatt,David,Wyatt,P,D,D,1,USA,,
1990-91,D. Dixon,Dee Dixon,Dee,Dixon,CF,,,1,USA,Virginia,
1983-84,M. Decker,Dee Martín Decker,Dee,Decker,P,D,D,1,USA,California,Upland
1970-71,D. Unser,Delbert Bernard Unser,Delbert,Unser,CF,Z,Z,1,USA,Illinois,Decatur
1991-92,D. Powell,Dennis Clay Powell,Dennis,Powell,P,D,Z,2,USA,Georgia,Moultrie
1995-96,D. Springer,Dennis Leroy Springer,Dennis,Springer,P,D,D,1,USA,California,Fresno
1994-95,D. Moeller,Dennis Michael Moeller,Dennis,Moeller,P,D,Z,2,USA,California,Tarzana
1993-94,D. Moeller,Dennis Michael Moeller,Dennis,Moeller,P,D,Z,1,USA,California,Tarzana
1989-90,S. Little,Dennis Scott Little,Dennis,Little,CF,D,D,1,USA,Illinois,East St. Louis
1982-83,D. Thomas,Derrel Osborn Thomas,Derrel,Thomas,IF,A,D,2,USA,California,Los Angeles
1971-72,D. Thomas,Derrel Osborn Thomas,Derrel,Thomas,IF,A,D,1,USA,California,Los Angeles
2012-13,D. Loop,Derrick A. Loop,Derrick,Loop,P,D,Z,1,USA,California,Corona
1999-00,D. Ebert,Derrin Ebert,Derrin,Ebert,P,D,Z,1,USA,California,Anaheim
2001-02,D. Wilson,Desi Bernard Wilson,Desi,Wilson,1B,Z,Z,3,USA,Nueva York,Glen Cove
1992-93,D. Harris,Donald Harris,Donald,Harris,CF,D,D,1,USA,Texas,Waco
1983-84,D. Moore,Donnie Ray Moore,Donnie,Moore,P,Z,D,1,USA,Texas,Lubbock
1976-77,D. Konieczny,Douglas James Konieczny,Douglas,Konieczny,P,D,D,1,USA,Michigan,Detroit
1982-83,D. Sisk,Douglas Randall Sisk,Douglas,Sisk,P,D,D,1,USA,Washington,Renton
2017-18,D. Antolin,Dustin Kamakana Mai Ku'u Makualani Antolin,Dustin,Antolin,P,D,D,2,USA,Hawai,Mililani
1976-77,E. Bass,Earl Bass,Earl,Bass,P,D,D,1,USA,Carolina del Sur,Columbia
1967-68,E. Watt,Eddie Dean Watt,Eddie,Watt,P,D,D,1,USA,Iowa,Lamoni
1978-79,N. Yost,Edgar Frederick Yost,Edgar,Yost,C,D,D,1,USA,California,Eureka
1999-00,E. Zosky,Edward James Zosky,Edward,Zosky,IF,D,D,1,USA,California,Whittier
1984-85,E. Miller,Edward Lee Miller,Edward,Miller,CF,A,D,4,USA,California,San Pablo
1966-67,E. Moxey,Edward Moxey,Edward,Moxey,C,,,1,USA,,
1984-85,E. Glynn,Edward Paul Glynn,Edward,Glynn,P,D,Z,5,USA,Nueva York,Flushing
1965-66,B. Burda,Edward Robert Burda,Edward,Burda,1B,Z,Z,1,USA,Misuri,St. Louis
1963-64,E. Thomas,Edward Thomas,Edward,Thomas,P,,,1,USA,,
1970-71,E. Spiezio,Edward Wayne Spiezio,Edward,Spiezio,3B,D,D,2,USA,Illinois,Joliet
2006-07,E. Wassermann,Ehren J. Wassermann,Ehren,Wassermann,P,A,D,1,USA,Alabama,Sylacauga
1982-83,E. Bonaparte,Elijah Bernard Bonaparte,Elijah,Bonaparte,CF,Z,Z,1,USA,Nueva York,Bronx
1994-95,E. Schullstrom,Erik Paul Schullstrom,Erik,Schullstrom,P,D,D,1,USA,California,San Diego
2014-15,E. Martín,Ethan Cash Martín,Ethan,Martín,P,D,D,1,USA,Georgia,Athens
1977-78,G. Clines,Eugene Anthony Clines,Eugene,Clines,CF,D,D,1,USA,California,San Pablo
1966-67,G. Brabender,Eugene Mathew Brabender,Eugene,Brabender,P,D,D,1,USA,Wisconsin,Madison
2002-03,E. Stull,Everett James Stull,Everett,Stull,P,D,D,2,USA,Kansas,Fort Riley
2001-02,E. Stull,Everett James Stull,Everett,Stull,P,D,D,1,USA,Kansas,Fort Riley
2014-15,F. Hernández,Fernando Hernández,Fernando,Hernández,P,D,D,4,USA,Florida,Miami
2010-11,F. Hernández,Fernando Hernández,Fernando,Hernández,P,D,D,2,USA,Florida,Miami
2009-10,F. Hernández,Fernando Hernández,Fernando,Hernández,P,D,D,1,USA,Florida,Miami
2010-11,F. Rodríguez,Fernando Rodríguez,Fernando,Rodríguez,P,D,D,2,USA,Texas,El Paso
2009-10,F. Rodríguez,Fernando Rodríguez,Fernando,Rodríguez,P,D,D,1,USA,Texas,El Paso
1998-99,F. Rodríguez,Francisco Rodríguez,Francisco,Rodríguez,P,D,D,1,USA,Nueva York,Brooklyn
1998-99,F. Charles,Frank Charles,Frank,Charles,C,D,D,1,USA,California,Fontana
1967-68,F. Fernández,Frank Fernández,Frank,Fernández,C,D,D,1,USA,Nueva York,Staten Island
1991-92,F. Toliver,Freddie Lee Toliver,Freddie,Toliver,P,D,D,5,USA,Misisipi,Natchez
1987-88,F. Toliver,Freddie Lee Toliver,Freddie,Toliver,P,D,D,3,USA,Misisipi,Natchez
2010-11,G. Hernández,Gabriel Hernández,Gabriel,Hernández,P,D,D,1,USA,Florida,Miami
1969-70,B. Alyea,Garrabrant Ryerson Alyea,Garrabrant,Alyea,CF,D,D,2,USA,Nueva Jersey,Passaic
1977-78,G. Lance,Gary Dean Lance,Gary,Lance,P,A,D,3,USA,Carolina del Sur,Greenville
1974-75,G. Lance,Gary Dean Lance,Gary,Lance,P,A,D,1,USA,Carolina del Sur,Greenville
1983-84,G. Pettis,Gary George Pettis,Gary,Pettis,CF,A,D,2,USA,California,Oakland
1979-80,G. Woods,Gary Lee Woods,Gary,Woods,CF,D,D,2,USA,California,Santa Barbara
1989-90,G. Eave,Gary Louis Eave,Gary,Eave,P,D,D,1,USA,Luisiana,Monroe
1981-82,G. Rajsich,Gary Louis Rajsich,Gary,Rajsich,1B,Z,Z,1,USA,Ohio,Youngstown
1964-65,G. Kroll,Gary Melvin Kroll,Gary,Kroll,P,D,D,1,USA,California,Culver City
1989-90,G. Thurman,Gary Montez Thurman,Gary,Thurman,CF,D,D,2,USA,Indiana,Indianapolis
1988-89,G. Thurman,Gary Montez Thurman,Gary,Thurman,CF,D,D,1,USA,Indiana,Indianapolis
1979-80,G. Christenson,Gary Richard Christenson,Gary,Christenson,P,Z,Z,2,USA,Nueva York,Mineola
1978-79,G. Christenson,Gary Richard Christenson,Gary,Christenson,P,Z,Z,1,USA,Nueva York,Mineola
1983-84,G. Roiter,Gary Roiter,Gary,Roiter,P,,,1,USA,,
1976-77,G. Enright,George Albert Enright,George,Enright,C,D,D,1,USA,Connecticut,New Britain
2015-16,B. Baumann,George Charles Baumann,George,Baumann,P,Z,Z,2,USA,Illinois,Chicago
2014-15,B. Baumann,George Charles Baumann,George,Baumann,P,Z,Z,1,USA,Illinois,Chicago
1999-00,G. Lombard,George Lombard,George,,CF,Z,D,1,USA,Georgia,Atlanta
1977-78,G. Throop,George Lynford Throop,George,Throop,P,D,D,1,USA,California,Pasadena
1963-64,G. Brunet,George Stuart Brunet,George,Brunet,P,D,Z,2,USA,Michigan,Houghton
1962-63,G. Brunet,George Stuart Brunet,George,Brunet,P,D,Z,1,USA,Michigan,Houghton
1970-71,J. Cram,Gerald Allen Cram,Gerald,Cram,P,D,D,1,USA,California,Los Angeles
1983-84,G. Davis,Gerald Edward Davis,Gerald,Davis,CF,D,D,2,USA,Nueva Jersey,Trenton
1968-69,J. Nyman,Gerald Smith Nyman,Gerald,Nyman,P,Z,Z,2,USA,Utah,Logan
1964-65,J. Grote,Gerald Wayne Grote,Gerald,Grote,C,D,D,1,USA,Texas,San Antonio
1963-64,G. Mckenzie,Gordon Mckenzie,Gordon,Mckenzie,C,,,1,USA,,
1984-85,G. Heimuller,Gorman Heimuller,Gorman,Heimuller,P,Z,Z,2,USA,California,Los Angeles
1982-83,G. Biercevicz,Greg Biercevicz,Greg,Biercevicz,P,D,D,1,USA,Connecticut,Derby
2000-01,G. Martínez,Greg Martínez,Greg,Martínez,CF,A,D,1,USA,Nevada,Las Vegas
2000-01,G. Beck,Gregory Beck,Gregory,Beck,P,D,D,3,USA,Michigan,Ann Arbor
1999-00,G. Beck,Gregory Beck,Gregory,Beck,P,D,D,2,USA,Michigan,Ann Arbor
1998-99,G. Norton,Gregory Blakemoor Norton,Gregory,Norton,3B,A,D,2,USA,California,San Leandro
1997-98,G. Norton,Gregory Blakemoor Norton,Gregory,Norton,3B,A,D,1,USA,California,San Leandro
1977-78,G. Minton,Gregory Brian Minton,Gregory,Minton,P,A,D,1,USA,Texas,Lubbock
1990-91,G. Perschke,Gregory Perschke,Gregory,Perschke,P,D,D,1,USA,Indiana,La Ponte
2010-11,G. Holland,Gregory Scott Holland,Gregory,Holland,P,D,D,1,USA,Carolina del Norte,Asheville
2016-17,G. Ross,Gregory William Ross,Gregory,Ross,P,D,D,1,USA,Maryland,Baltimore
1969-70,H. McRae,Harold Abraham McRae,Harold,McRae,CF,D,D,1,USA,Florida,Avon Park
1966-67,H. Allen,Harold Andrew Allen,Harold,Allen,CF,D,D,1,USA,Pensilnavia,Wampum
1972-73,P. Kelly,Harold Patrick Kelly,Harold,Kelly,CF,Z,Z,4,USA,Pensilnavia,Philadelphia
1971-72,P. Kelly,Harold Patrick Kelly,Harold,Kelly,CF,Z,Z,3,USA,Pensilnavia,Philadelphia
1970-71,P. Kelly,Harold Patrick Kelly,Harold,Kelly,CF,Z,Z,2,USA,Pensilnavia,Philadelphia
2008-09,H. Eckert,Harold Willard Eckert,Harold,Eckert,P,D,D,4,USA,Nueva Jersey,Perth Amboy
1979-80,H. Chiti,Harry Dominic Chiti,Harry,Chiti,P,Z,Z,1,USA,Misuri,Independence
2011-12,H. Totten,Heath Edward Totten,Heath,Totten,P,D,D,7,USA,Texas,Port Arthur
2004-05,H. Totten,Heath Edward Totten,Heath,Totten,P,D,D,1,USA,Texas,Port Arthur
2006-07,H. Phillips,Heath Michael Phillips,Heath,Phillips,P,Z,Z,1,USA,Indiana,Evansville
2013-14,H. Nelo,Hector Nelo,Hector,Nelo,P,D,D,2,USA,Florida,Miami
2011-12,H. Nelo,Hector Nelo,Hector,Nelo,P,D,D,1,USA,Florida,Miami
1983-84,H. Pickett,Henry Pickett,Henry,Pickett,P,Z,Z,1,USA,Misisipi,Crystal Spring
1964-65,H. Stethers,Howard Stethers,Howard,Stethers,P,,,1,USA,,
1990-91,I. Alleney,Isaac Alleney,Isaac,Alleney,P,,,2,USA,,
1963-64,J. Hartman,J C Hartman,JC,Hartman,IF,D,D,2,USA,Alabama,Cottonton
1962-63,J. Hartman,J C Hartman,JC,Hartman,IF,D,D,1,USA,Alabama,Cottonton
