"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente","ronda",,
2908,"NA","2022-23","19/11/2022",1,"Bravos de Margarita","RF",,"Reinaldo Ilarraza ",0,0,0,0,0,0,0,0,0,0,0.167,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714391,"night"
2909,"NA","2022-23","19/11/2022",1,"Bravos de Margarita","C",5,"David Rodríguez ",5,0,3,1,0,0,2,0,0,2,0.329,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714391,"night"
2910,"NA","2022-23","19/11/2022",1,"Bravos de Margarita","RF-LF",6,"Ramón Flores ",3,0,0,0,0,0,0,2,0,5,0.211,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714391,"night"
2911,"NA","2022-23","19/11/2022",1,"Bravos de Margarita","1B",7,"Carlos Pérez ",1,0,1,0,0,0,0,0,0,0,0.324,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714391,"night"
2912,"NA","2022-23","19/11/2022",1,"Bravos de Margarita","PH-1B",,"a-Luis Castro ",4,1,2,1,0,0,0,0,2,4,0.271,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714391,"night"
2913,"NA","2022-23","19/11/2022",1,"Bravos de Margarita","SS",8,"Jose Martinez ",3,2,1,0,0,0,0,1,0,3,0.211,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714391,"night"
2914,"NA","2022-23","19/11/2022",1,"Bravos de Margarita","2B",9,"Raul Rivas ",3,1,1,0,1,0,1,0,1,1,0.222,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714391,"night"
2915,"garmai002","2022-23","19/11/2022",1,"Tiburones de la Guaira","SS",1,"Maikel Garcia ",3,1,1,0,0,0,0,2,1,0,0.307,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2916,"adrehi001","2022-23","19/11/2022",1,"Tiburones de la Guaira","3B",2,"Ehire Adrianza ",1,1,0,0,0,0,0,4,1,0,0.211,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2917,"barfra001","2022-23","19/11/2022",1,"Tiburones de la Guaira","CF",3,"Franklin Barreto ",3,0,0,0,0,0,0,1,2,3,0.316,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2918,"infdie001","2022-23","19/11/2022",1,"Tiburones de la Guaira","CF",,"Diego Infante ",1,0,0,0,0,0,0,0,1,3,0.146,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2919,"cascar001","2022-23","19/11/2022",1,"Tiburones de la Guaira","1B",4,"Carlos Castro ",4,3,3,0,0,3,4,0,0,3,0.455,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2920,"ferjua001","2022-23","19/11/2022",1,"Tiburones de la Guaira","1B",,"Juan Fernandez ",0,0,0,0,0,0,1,1,0,0,0.243,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2921,"vasdan001","2022-23","19/11/2022",1,"Tiburones de la Guaira","RF",5,"Danry Vasquez ",4,0,2,1,0,0,1,1,1,2,0.25,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2922,"pinisr001","2022-23","19/11/2022",1,"Tiburones de la Guaira","DH",6,"Israel Pineda ",4,0,0,0,0,0,0,0,2,2,0.174,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2923,"sanyol001","2022-23","19/11/2022",1,"Tiburones de la Guaira","2B",7,"Carlos Sanchez ",2,0,1,0,1,0,0,1,1,1,0.255,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2924,"aguang001","2022-23","19/11/2022",1,"Tiburones de la Guaira","PH-2B",,"Angel Aguilar ",1,0,0,0,0,0,0,0,0,0,0.174,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2925,"arcfran001","2022-23","19/11/2022",1,"Tiburones de la Guaira","C",8,"Francisco Arcia ",4,0,0,0,0,0,0,0,0,2,0.258,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2926,"cableo001","2022-23","19/11/2022",1,"Tiburones de la Guaira","LF",9,"Leobaldo Cabrera ",3,1,0,0,0,0,0,1,0,1,0.222,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714332,"night"
2927,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","RF-1B",1,"Luis Sardinas ",5,0,0,0,0,0,0,0,1,1,0.239,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2928,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","2B",2,"Andruw Monasterio ",4,1,0,0,0,0,0,1,0,1,0.276,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2929,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","3B",3,"Niuman Romero ",4,1,2,0,0,0,0,0,2,1,0.263,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2930,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","1B",4,"Asdrúbal Cabrera ",2,0,0,0,0,0,0,1,1,1,0.295,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2931,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","1B",,"Balbino Fuenmayor ",0,0,0,0,0,0,0,1,0,0,0.211,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2932,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","PR-RF",,"1-Eduardo Diaz ",0,0,0,0,0,0,0,0,0,0,0.171,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2933,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","SS",5,"Diego Castillo ",3,1,2,0,0,0,1,1,0,0,0.283,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2934,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","DH",6,"Tomás Telis ",2,0,0,0,0,0,1,1,0,2,0,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2935,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","LF",7,"Willians Astudillo ",4,0,1,0,0,0,1,0,0,3,0.289,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2936,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","C",8,"Jesús Sucre ",4,1,2,0,0,1,1,0,0,2,0.274,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2937,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","PR",,"2-Roberto Chirinos ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2938,"NA","2022-23","19/11/2022",1,"Caribes de Anzoategui","CF",9,"Herlis Rodriguez ",4,0,0,0,0,0,0,0,1,2,0.184,"Estadio Alfonso Carrasquel","Tiburones de La Guaira","regular",714332,"night"
2939,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","2B",1,"Ildemaro Vargas ",4,0,2,1,0,0,0,0,1,2,0.359,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2940,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","SS",2,"Jermaine Palacios ",4,0,0,0,0,0,0,0,1,3,0.405,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2941,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","1B",3,"Rangel Ravelo ",3,0,0,0,0,0,0,0,0,3,0.341,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2942,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","DH",4,"Kennys Vargas ",3,0,1,0,0,0,0,0,0,2,0.297,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2943,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","LF",5,"Hernán Pérez ",3,1,1,0,0,1,1,0,0,2,0.255,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2944,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","RF",6,"Pedro Castellanos ",1,0,0,0,0,0,0,2,0,0,0.286,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2945,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","CF",7,"Gorkys Hernández ",3,0,0,0,0,0,0,0,0,2,0.211,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2946,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","3B",8,"Juniel Querecuto ",2,0,0,0,0,0,0,1,0,1,0.273,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2947,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","C",9,"Ali Sánchez ",2,0,0,0,0,0,0,0,1,1,0.212,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2948,"NA","2022-23","20/11/2022",1,"Cardenales de Lara","PH",,"a-Javier Sanoja ",1,0,1,0,0,0,0,0,0,0,0.364,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714220,"night"
2949,"NA","2022-23","20/11/2022",1,"Tigres de Aragua","CF",1,"Carlos Tocci ",4,2,2,0,0,0,1,0,0,3,0.274,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714220,"night"
2950,"NA","2022-23","20/11/2022",1,"Tigres de Aragua","1B",2,"Henry Alejandro Rodriguez ",2,1,1,0,0,0,1,1,0,1,0.316,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714220,"night"
2951,"NA","2022-23","20/11/2022",1,"Tigres de Aragua","2B",3,"Alexi Amarista ",3,0,2,0,1,0,2,0,0,2,0.314,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714220,"night"
2952,"NA","2022-23","20/11/2022",1,"Tigres de Aragua","LF",4,"José Martínez ",3,0,1,0,0,0,0,0,0,1,0.333,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714220,"night"
2953,"NA","2022-23","20/11/2022",1,"Tigres de Aragua","3B",5,"Carlos Rivero ",3,0,0,0,0,0,0,0,1,2,0.309,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714220,"night"
2954,"NA","2022-23","20/11/2022",1,"Tigres de Aragua","DH",6,"Wilson Ramos ",2,1,1,0,0,0,0,1,0,0,0.321,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714220,"night"
2955,"NA","2022-23","20/11/2022",1,"Tigres de Aragua","C",7,"Dennis Ortega ",3,0,0,0,0,0,0,0,1,2,0.25,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714220,"night"
2956,"NA","2022-23","20/11/2022",1,"Tigres de Aragua","RF",8,"Teodoro Martinez ",2,1,0,0,0,0,0,1,0,0,0.154,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714220,"night"
2957,"NA","2022-23","20/11/2022",1,"Tigres de Aragua","SS",9,"Humberto Arteaga ",3,0,2,0,0,0,0,0,0,0,0.158,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714220,"night"
2958,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","2B",1,"Ildemaro Vargas ",3,3,2,1,0,0,2,2,0,0,0.373,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2959,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","SS",2,"Jermaine Palacios ",5,2,3,1,0,0,2,0,0,2,0.429,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2960,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","1B",3,"Rangel Ravelo ",3,1,1,0,0,0,0,1,0,2,0.341,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2961,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","PH-RF",,"a-Pedro Castellanos ",1,0,0,0,0,0,0,0,0,2,0.281,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2962,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","3B-1B",4,"Hernán Pérez ",4,2,2,0,0,0,1,1,0,3,0.271,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2963,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","DH",5,"Kennys Vargas ",4,1,1,0,0,1,2,0,1,6,0.295,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2964,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","PH-DH",,"b-Jose Sibrian ",0,0,0,0,0,0,0,1,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2965,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","CF",6,"Gorkys Hernández ",4,1,1,1,0,0,2,1,1,2,0.213,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2966,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","RF",7,"Jecksson Flores ",2,0,1,0,0,0,0,1,0,0,0.231,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2967,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","PR-3B",,"1-Juniel Querecuto ",0,1,0,0,0,0,0,0,0,0,0.273,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2968,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","LF",8,"Javier Sanoja ",2,1,1,1,0,0,1,0,0,1,0.375,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2969,"NA","2022-23","20/11/2022",2,"Cardenales de Lara","C",9,"Yojhan Quevedo ",4,1,1,0,0,0,1,0,0,3,0.24,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714228,"night"
2970,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","CF",1,"Carlos Tocci ",3,0,1,0,0,0,0,0,2,0,0.276,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2971,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","1B",2,"Henry Alejandro Rodriguez ",3,0,0,0,0,0,0,0,0,1,0.304,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2972,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","2B",3,"Alexi Amarista ",3,0,0,0,0,0,0,0,0,1,0.303,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2973,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","DH",4,"José Martínez ",2,0,0,0,0,0,0,0,1,0,0.325,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2974,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","PH-DH",,"a-Leobaldo Piña ",1,0,0,0,0,0,0,0,0,0,0.188,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2975,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","3B",5,"Carlos Rivero ",3,1,2,0,0,1,1,0,1,0,0.324,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2976,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","C",6,"Wilson Ramos ",2,0,0,0,0,0,0,0,0,1,0.309,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2977,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","LF",,"Carlos Duran ",1,0,1,0,0,0,0,0,0,0,0.25,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2978,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","LF-C",7,"Gersel Pitre ",3,0,2,1,0,0,0,0,0,1,0.5,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2979,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","RF",8,"Teodoro Martinez ",3,0,0,0,0,0,0,0,0,3,0.138,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2980,"NA","2022-23","20/11/2022",2,"Tigres de Aragua","SS",9,"Humberto Arteaga ",3,0,0,0,0,0,0,0,0,2,0.146,"Estadio Jose Perez Colmenares","Cardenales de Lara","regular",714228,"night"
2981,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","CF",1,"Tomo Otosaka ",5,1,2,0,0,0,0,0,0,2,0.362,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2982,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","2B",2,"Breyvic Valera ",4,0,1,0,0,0,0,0,0,2,0.22,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2983,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","3B",3,"Edgar Duran ",3,0,0,0,0,0,0,1,1,2,0.288,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2984,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","RF",4,"Diego Rincones ",4,0,2,0,0,0,1,0,0,2,0.333,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2985,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","DH",5,"David Rodríguez ",4,0,2,0,0,0,0,0,1,0,0.337,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2986,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","LF",6,"Ramón Flores ",4,1,2,0,0,0,0,0,0,4,0.225,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2987,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","1B",7,"Carlos Pérez ",4,0,0,0,0,0,0,0,1,4,0.307,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2988,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","C",8,"Juan Graterol ",4,0,1,0,0,0,1,0,0,1,0.327,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2989,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","PR",,"1-Reinaldo Ilarraza ",0,0,0,0,0,0,0,0,0,0,0.167,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2990,"NA","2022-23","20/11/2022",1,"Bravos de Margarita","SS",9,"Jose Martinez ",4,0,1,0,0,0,0,0,2,1,0.214,"Estadio Universitario","Leones del Caracas","regular",714304,"night"
2991,"NA","2022-23","20/11/2022",1,"Leones del Caracas","2B",1,"Wilfredo Tovar ",2,0,0,0,0,0,0,0,0,1,0.315,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
2992,"NA","2022-23","20/11/2022",1,"Leones del Caracas","PR-LF",,"1-Juan Infante ",1,1,0,0,0,0,0,0,0,0,0.25,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
2993,"NA","2022-23","20/11/2022",1,"Leones del Caracas","C",2,"Freddy Fermin ",3,0,1,1,0,0,0,1,0,1,0.388,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
2994,"NA","2022-23","20/11/2022",1,"Leones del Caracas","CF",3,"José Rondón ",3,1,2,0,0,0,0,0,0,1,0.349,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
2995,"NA","2022-23","20/11/2022",1,"Leones del Caracas","PR-CF",,"2-Angel Aponte ",1,1,0,0,0,0,0,0,0,1,0,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
2996,"NA","2022-23","20/11/2022",1,"Leones del Caracas","1B-3B",4,"Isaias Tejeda ",2,0,1,0,0,0,0,2,1,2,0.307,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
2997,"NA","2022-23","20/11/2022",1,"Leones del Caracas","DH",5,"Jhonny Pereda ",4,0,2,0,0,0,2,0,0,4,0.378,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
2998,"NA","2022-23","20/11/2022",1,"Leones del Caracas","SS",6,"Lenyn Sosa ",3,0,0,0,0,0,1,0,2,4,0.277,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
2999,"NA","2022-23","20/11/2022",1,"Leones del Caracas","RF",7,"Oswaldo Arcia ",3,0,1,1,0,0,0,1,0,2,0.184,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
3000,"NA","2022-23","20/11/2022",1,"Leones del Caracas","LF-1B",8,"Alexander Palma ",4,0,0,0,0,0,0,0,3,2,0.253,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
3001,"NA","2022-23","20/11/2022",1,"Leones del Caracas","3B-2B",9,"Gabriel Noriega ",4,0,0,0,0,0,0,0,0,2,0.301,"Estadio Universitario","Bravos de Margarita","regular",714304,"night"
3002,"NA","2022-23","20/11/2022",1,"Aguilas del Zulia","2B",1,"Ali Castillo ",4,0,1,0,0,0,1,0,0,1,0.27,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714279,"night"
3003,"NA","2022-23","20/11/2022",1,"Aguilas del Zulia","DH",2,"Alex Romero ",4,1,1,0,0,0,0,0,0,2,0.24,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714279,"night"
3004,"NA","2022-23","20/11/2022",1,"Aguilas del Zulia","RF",3,"Angel Reyes ",2,0,0,0,0,0,0,2,0,1,0.286,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714279,"night"
3005,"NA","2022-23","20/11/2022",1,"Aguilas del Zulia","C",4,"Héctor Sánchez ",3,0,0,0,0,0,0,1,2,2,0.254,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714279,"night"
3006,"NA","2022-23","20/11/2022",1,"Aguilas del Zulia","3B",5,"Osleivis Basabe ",3,0,1,0,0,0,0,1,1,3,0.2,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714279,"night"
3007,"herjas001","2022-23","20/11/2022",1,"Aguilas del Zulia","1B",6,"Jose Herrera ",4,0,0,0,0,0,0,0,1,5,0.227,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714279,"night"
3008,"NA","2022-23","20/11/2022",1,"Aguilas del Zulia","CF",7,"Kenedy Corona ",4,0,0,0,0,0,0,0,2,0,0.2,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714279,"night"
3009,"NA","2022-23","20/11/2022",1,"Aguilas del Zulia","LF",8,"Bryant Flete ",3,1,0,0,0,0,0,0,0,0,0.348,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714279,"night"
3010,"NA","2022-23","20/11/2022",1,"Aguilas del Zulia","SS",9,"Deiner Lopez ",4,0,0,0,0,0,0,0,0,1,0.189,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714279,"night"
3011,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","SS",1,"Edwin Garcia ",2,2,1,0,0,0,0,1,0,0,0.375,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3012,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","PH-2B",,"a-Ricardo Paolini ",2,0,1,0,0,0,1,0,0,2,0.409,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3013,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","3B",2,"Alberto Gonzalez ",4,2,2,1,0,0,3,0,0,1,0.347,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3014,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","PH-SS",,"c-Arquímedes Gamboa ",1,1,0,0,0,0,1,0,0,1,0.182,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3015,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","C",3,"Arturo Nieto ",5,0,1,0,0,0,2,0,2,4,0.307,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3016,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","LF",4,"Alberth Martinez ",3,2,1,0,0,1,2,1,1,0,0.363,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3017,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","PH-1B",,"d-Luis Alvarez ",0,0,0,0,0,0,0,1,0,0,0.25,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3018,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","CF",5,"Rainel Rosario ",4,0,1,1,0,0,4,1,1,0,0.25,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3019,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","1B-LF",6,"Daniel Mayora ",4,0,0,0,0,0,0,1,1,4,0.18,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3020,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","DH",7,"Renato Núñez ",2,1,0,0,0,0,0,0,0,1,0.25,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3021,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","PH-DH",,"b-Yoel Yanqui ",1,1,1,0,0,0,0,0,0,0,0.25,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3022,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","RF",8,"Lazaro Hernandez ",2,3,1,0,0,0,0,1,1,0,0.276,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3023,"NA","2022-23","20/11/2022",1,"Navegantes del Magallanes","2B-SS-3B",9,"Rayder Ascanio ",3,1,0,0,0,0,0,1,2,3,0.269,"Estadio Jose Bernardo Perez","Aguilas del Zulia","regular",714279,"night"
3024,"garmai002","2022-23","20/11/2022",1,"Tiburones de la Guaira","SS",1,"Maikel Garcia ",3,1,2,0,0,1,2,3,0,0,0.319,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714333,"night"
3025,"adrehi001","2022-23","20/11/2022",1,"Tiburones de la Guaira","3B",2,"Ehire Adrianza ",6,2,0,0,0,0,0,0,1,7,0.182,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714333,"night"
